OBJECTID,STREET,LOCATION,TYPE,LANES,REASON,STATUS,START,END_,SOURCE,COMMENT,EVENT,created_date,last_edited_user,last_edited_date,created_user,REGION_CITY,AGO_USER,IS_DRILL,Shape__Length
2180,ALEXANDER ST,BETWEEN CALHOUN ST AND GEORGE ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 15:00:00+00,2017/09/12 02:30:00+00,Charleston PD,,,2017/09/11 19:00:56+00,HAUCKR,2018/04/06 13:42:33+00,CITY\KEITHA,,,No,230.572504741583
2181,WENTWORTH ST,BETWEEN E BAY ST AND ANSON ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 17:00:00+00,2017/09/11 19:00:00+00,Charleston PD,,,2017/09/11 19:12:26+00,HAUCKR,2018/04/06 13:42:33+00,city\keitha,,,No,182.141913221532
2182,GUIGNARD ST,BETWEEN ANSON ST AND E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 15:15:00+00,2017/09/11 19:00:00+00,Charleston PD,,,2017/09/11 19:22:20+00,HAUCKR,2018/04/06 13:42:33+00,city\keitha,,,No,166.223478866954
2185,BARRE ST,BETWEEN MONTAGU ST AND WENTWORTH ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 10:00:00+00,2017/09/12 17:30:00+00,Charleston PD,,,2017/09/11 14:03:36+00,HAUCKR,2018/04/06 13:42:33+00,city\bentonm,,,No,151.626777664207
2188,CHERRY ST,BETWEEN BEE ST AND CANNON ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2017/09/11 11:15:00+00,2017/09/12 05:00:00+00,Charleston PD,,,2017/09/11 14:26:34+00,HAUCKR,2018/04/06 13:42:33+00,city\bentonm,,,No,139.086613388905
2189,S MARKET ST,BETWEEN MEETING ST AND E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 10:30:00+00,2017/09/11 22:30:00+00,Charleston PD,,,2017/09/11 14:29:13+00,HAUCKR,2018/04/06 13:42:33+00,city\bentonm,,,No,477.264274000245
2190,WASHINGTON ST,BETWEEN HASELL ST AND LAURENS ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 10:45:00+00,2017/09/11 23:15:00+00,Charleston PD,,,2017/09/11 14:49:16+00,HAUCKR,2018/04/06 13:42:33+00,city\bentonm,,,No,352.232133694896
2193,RUTLEDGE AVE,BETWEEN CALHOUN ST AND BULL ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 11:15:00+00,2017/09/12 05:15:00+00,Charleston PD,,,2017/09/11 15:25:18+00,HAUCKR,2018/04/06 13:42:33+00,city\bentonm,,,No,317.594819136686
2194,CONCORD ST,BETWEEN N MARKET ST AND VENDUE RANGE,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 11:30:00+00,2017/09/11 18:15:00+00,Charleston PD,,,2017/09/11 15:38:59+00,HAUCKR,2018/04/06 13:42:33+00,city\bentonm,,,No,321.064073707597
2196,SAVANNAH HWY,LOCKWOOD BLVD RAMP,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 12:00:00+00,2017/09/12 08:30:00+00,Charleston PD,,,2017/09/11 16:11:12+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:30:26+00,city\keitha,,,No,260.446491929739
2203,STATE ST,BETWEEN S MARKET ST AND CUMBERLAND ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 13:45:00+00,2017/09/12 03:00:00+00,Charleston PD,,,2017/09/11 17:47:01+00,HAUCKR,2018/04/06 13:42:33+00,city\bentonm,,,No,128.46664308186
2209,LAURENS ST,BETWEEN ANSON ST AND WHARFSIDE ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 14:15:00+00,2017/09/12 02:30:00+00,Charleston PD,,,2017/09/11 18:16:33+00,HAUCKR,2018/04/06 13:42:34+00,city\keitha,,,No,655.995622795834
2211,N MARKET ST,BETWEEN E BAY ST AND CONCORD ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,FLOOD,OPEN,2017/09/11 14:15:00+00,2017/09/12 02:45:00+00,Charleston PD,LANES PARTIALLY BLOCKED BY OBJECT,,2017/09/11 18:25:18+00,HAUCKR,2018/04/06 13:42:34+00,city\keitha,,,No,156.160463158289
2213,CONE ST,BETWEEN E BAY ST AND FABER ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 14:15:00+00,2017/09/11 19:00:00+00,Charleston PD,,,2017/09/11 18:28:13+00,HAUCKR,2018/04/06 13:42:34+00,city\keitha,,,No,64.4177173004726
2218,CALHOUN ST,BETWEEN ANSON ST AND CONCORD ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 14:45:00+00,2017/09/12 02:30:00+00,Charleston PD,,,2017/09/11 18:44:24+00,HAUCKR,2018/04/06 13:42:34+00,city\keitha,,,No,626.033240542386
2219,WASHINGTON ST,BETWEEN LAURENS ST AND CALHOUN ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 14:45:00+00,2017/09/12 02:45:00+00,Charleston PD,,,2017/09/11 18:45:17+00,HAUCKR,2018/04/06 13:42:34+00,city\keitha,,,No,345.580532011167
2220,HASELL ST,BETWEEN ANSON ST AND E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 14:45:00+00,2017/09/11 19:00:00+00,Charleston PD,,,2017/09/11 18:50:30+00,HAUCKR,2018/04/06 13:42:34+00,CITY\KEITHA,,,No,165.577214695002
2221,GEORGE ST,BETWEEN ANSON ST AND E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 15:00:00+00,2017/09/11 18:15:00+00,Charleston PD,,,2017/09/11 19:00:13+00,HAUCKR,2018/04/06 13:42:34+00,CITY\KEITHA,,,No,291.260871906068
2222,HAYNE ST,BETWEEN MEETING ST AND ANSON ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 14:15:00+00,2017/09/12 03:00:00+00,Charleston PD,,,2017/09/11 19:21:47+00,HAUCKR,2018/04/06 13:42:34+00,city\keitha,,,No,286.07222805835
2230,S TRACY ST,BETWEEN CAROLINA ST AND FISHBURNE ST,CLOSED,ALL LANES CLOSED,EMERGENCY,OPEN,2017/09/11 16:45:00+00,2017/09/12 15:00:00+00,Charleston PD,"DOWNED TREE ON HOME, ALL LANES BLOCKED",,2017/09/11 21:04:24+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,104.107496061703
2231,COMING ST,@ MORRIS ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,EMERGENCY,OPEN,2017/09/11 17:00:00+00,2017/09/12 09:45:00+00,Charleston PD,"MISSING MAN HOLE COVER, ONE LANE PARTIALLY BLOCKED",,2017/09/11 21:19:15+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,17.1001065717708
2232,FISHBURNE ST,BETWEEN HAGOOD AVE AND PRESIDENT ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 17:15:00+00,2017/09/12 03:30:00+00,Charleston PD,,,2017/09/11 21:23:00+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,404.74464376579
2233,PRESIDENT ST,BETWEEN LINE ST AND SEPTIMA P CLARK PKWY,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 17:15:00+00,2017/09/12 05:15:00+00,Charleston PD,,,2017/09/11 21:23:43+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,273.45953062734
2234,LINE ST,BETWEEN HAGOOD AVE AND FLOOD ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 17:15:00+00,2017/09/12 05:45:00+00,Charleston PD,,,2017/09/11 21:24:21+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,185.726782091011
2235,ASHTON ST,BETWEEN SEPTIMA P CLARK PKWY AND HAGOOD AVE,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 17:15:00+00,2017/09/12 05:45:00+00,Charleston PD,,,2017/09/11 21:26:25+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,357.311899420194
2236,ALLWAY ST,BETWEEN HAGOOD AVE AND NORMAN ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 17:15:00+00,2017/09/12 04:15:00+00,Charleston PD,,,2017/09/11 21:26:51+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,310.196860217933
2237,FLOOD ST,BETWEEN LINE ST AND ALLWAY ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 17:15:00+00,2017/09/12 04:15:00+00,Charleston PD,,,2017/09/11 21:27:25+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,208.56682342635
2238,NORMAN ST,BETWEEN LINE ST AND ASHTON ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 17:15:00+00,2017/09/12 04:15:00+00,Charleston PD,,,2017/09/11 21:27:58+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,361.77122895657
2239,LOCKWOOD DR,BETWEEN FISHBURNE ST AND US17 S,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2017/09/11 17:15:00+00,2017/09/11 21:45:00+00,Charleston PD,,,2017/09/11 21:28:33+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,687.788065364432
2240,CALHOUN ST,@ ALEXANDER ST,CLOSED,ALL LANES CLOSED,EMERGENCY,ACTIVE,2017/09/11 17:30:00+00,2017/09/11 20:00:00+00,Charleston PD,ROAD COLLAPSE,,2017/09/11 21:42:41+00,HAUCKR,2018/04/06 13:42:34+00,city\bentonm,,,No,21.925024908992
2243,WASHINGTON ST,BETWEEN CALHOUN ST E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 18:30:00+00,2017/09/12 02:45:00+00,Charleston PD,,,2017/09/11 22:31:37+00,HAUCKR,2018/04/06 13:42:35+00,city\bentonm,,,No,537.903503046229
2246,WENTWORTH ST,@ COMING ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 19:30:00+00,2017/09/11 23:00:00+00,Charleston PD,,,2017/09/11 23:41:43+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,45.4786554181258
2248,ALEXANDER ST,BETWEEN JUDITH ST AND CHAPEL ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:00:00+00,2017/09/12 05:00:00+00,Charleston PD,,,2017/09/12 00:06:41+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,183.473293684824
2249,E BAY ST,BETWEEN AMHERST ST AND CHAPEL ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:00:00+00,2017/09/12 02:45:00+00,Charleston PD,,,2017/09/12 00:08:01+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:58:08+00,city\cokinst,,,No,502.630677847082
2250,VANDERHORST ST,@ OGIER ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:00:00+00,2017/09/12 10:00:00+00,Charleston PD,,,2017/09/12 00:10:23+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:37:59+00,city\cokinst,,,No,34.4704230201047
2251,SEPTIMA P CLARK PKWY,@ BOGARD ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2017/09/11 20:00:00+00,2017/09/12 03:45:00+00,Charleston PD,,,2017/09/12 00:14:40+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:59:40+00,city\cokinst,,,No,29.1573105597426
2252,MORRIS ST,BETWEEN COMING ST AND RUTLEDGE AVE,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:00:00+00,2017/09/12 03:30:00+00,Charleston PD,,,2017/09/12 00:16:17+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,485.496737402776
2253,THOMAS ST,@ WARREN ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:00:00+00,2017/09/12 10:00:00+00,Charleston PD,,,2017/09/12 00:18:00+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,26.1936247501157
2256,RUTLEDGE AVE,@ CANNON ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:00:00+00,2017/09/12 01:00:00+00,Charleston PD,,,2017/09/12 00:26:31+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,31.1729132393516
2257,CALHOUN ST,BETWEEN PITT ST AND ASHLEY AVE,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:15:00+00,2017/09/12 03:15:00+00,Charleston PD,,,2017/09/12 00:28:00+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,532.661940628033
2259,ASHLEY AVE,BETWEEN CONGRESS ST AND FISHBURNE ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:30:00+00,2017/09/12 03:30:00+00,Charleston PD,,,2017/09/12 00:30:25+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,433.900677107969
2260,FISHBURNE ST,BETWEEN PRESIDENT ST AND RUTLEDGE AVE,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:30:00+00,2017/09/12 03:30:00+00,Charleston PD,,,2017/09/12 00:31:20+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,286.449692494694
2263,WARREN ST,BETWEEN THOMAS ST AND SMITH ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:30:00+00,2017/09/12 10:00:00+00,Charleston PD,,,2017/09/12 00:47:36+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,123.89965042831
2264,RADCLIFFE ST,@ SMITH ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 20:45:00+00,2017/09/12 03:15:00+00,Charleston PD,,,2017/09/12 00:49:38+00,HAUCKR,2018/04/06 13:42:35+00,city\cokinst,,,No,38.3349565199075
2275,COMING ST,@ SPRING ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 21:00:00+00,2017/09/12 02:15:00+00,Charleston PD,,,2017/09/12 01:18:12+00,HAUCKR,2018/04/06 13:42:36+00,city\cokinst,,,No,29.9535667513737
2276,SMITH ST,@ BEAUFAIN ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 21:00:00+00,2017/09/12 13:30:00+00,Charleston PD,,,2017/09/12 01:19:19+00,HAUCKR,2018/04/06 13:42:36+00,city\cokinst,,,No,38.225170419131
2279,AIKEN ST,BETWEEN LEE ST AND COLUMBUS ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 21:15:00+00,2017/09/12 05:00:00+00,Charleston PD,,,2017/09/12 01:28:51+00,HAUCKR,2021/09/27 18:54:19+00,city\cokinst,,,No,192.151511880633
2280,AMERICA ST,BETWEEN BLAKE ST AND LEE ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 21:15:00+00,2017/09/12 03:00:00+00,Charleston PD,,,2017/09/12 01:30:26+00,HAUCKR,2021/09/27 18:16:17+00,city\cokinst,,,No,243.172673402653
2282,DRAKE ST,BETWEEN COLUMBUS ST AND SOUTH ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 21:30:00+00,2017/09/12 10:00:00+00,Charleston PD,,,2017/09/12 01:33:01+00,HAUCKR,2021/09/27 18:17:09+00,city\cokinst,,,No,450.399568642773
2283,AMERICA ST,BETWEEN AMHERST ST AND MARY ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 21:45:00+00,2017/09/12 05:00:00+00,Charleston PD,,,2017/09/12 01:52:22+00,HAUCKR,2018/04/06 13:42:36+00,city\cokinst,,,No,307.012079180982
2284,BULL ST,BETWEEN BARRE ST AND GADSDEN ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/11 21:45:00+00,2017/09/12 12:00:00+00,Charleston PD,,,2017/09/12 01:55:07+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:48:51+00,city\cokinst,,,No,114.485060015575
2286,LOCKWOOD DR RAMP,BETWEEN SC30 AND LOCKWOOD DR,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/12 03:00:00+00,2017/09/12 08:30:00+00,Charleston PD,,,2017/09/12 07:18:35+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 21:09:24+00,city\cokinst,,,No,416.052477517441
2287,SOUTH ST,BETWEEN AMERICA ST AND DRAKE ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/12 03:15:00+00,2017/09/12 10:00:00+00,Charleston PD,,,2017/09/12 07:22:09+00,HAUCKR,2018/04/06 13:42:36+00,city\cokinst,,,No,118.117937309326
2290,PRESIDENT ST,@ NUNAN ST,CLOSED,ALL LANES CLOSED,EMERGENCY,OPEN,2017/09/12 03:30:00+00,2017/09/12 15:00:00+00,Charleston PD,TREE IN THE ROAD,,2017/09/12 07:49:40+00,HAUCKR,2018/04/06 13:42:36+00,city\cokinst,,,No,1.68904637427245
2291,LINE ST,BETWEEN SAINT PHILIP ST AND KING ST,CLOSED,ALL LANES CLOSED,EMERGENCY,OPEN,2017/09/12 04:15:00+00,2017/09/12 15:00:00+00,Charleston PD,TREE DOWN BLOCKING LN 2,,2017/09/12 08:24:59+00,HAUCKR,2018/04/06 13:42:36+00,city\cokinst,,,No,8.82204168489535
2292,LINE ST,@ NORMAN ST,CLOSED,LANES PARTIALLY BLOCKED,EMERGENCY,OPEN,2017/09/12 05:45:00+00,2017/09/12 09:45:00+00,Charleston PD,TREE DOWN,,2017/09/12 09:57:05+00,HAUCKR,2018/04/06 13:42:36+00,city\cokinst,,,No,8.0118596219729
2293,PRESIDENT ST,BETWEEN LINE ST AND SEPTIMA P CLARK PKWY,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/12 05:45:00+00,2017/09/12 10:00:00+00,Charleston PD,,,2017/09/12 09:59:32+00,HAUCKR,2018/04/06 13:42:36+00,city\cokinst,,,No,278.173407485946
2301,HALSEY ST,BETWEEN GADSDEN ST AND ASHLEY AVE,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2017/09/11 14:30:00+00,2017/09/12 17:45:00+00,Charleston PD,,,2017/09/12 18:34:49+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:05:05+00,city\goldbergd,,,No,11.3303440138536
2302,BULL ST,@ BENNET ST,CLOSED,ALL LANES CLOSED,FLOOD,OPEN,2017/09/12 14:45:00+00,2017/09/12 15:00:00+00,Charleston PD,,,2017/09/12 18:36:22+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:48:49+00,city\goldbergd,,,No,17.6353362995423
2303,BARRE ST,BETWEEN CALHOUN ST AND BULL ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2017/09/12 14:45:00+00,2017/09/13 07:30:00+00,Charleston PD,,,2017/09/12 18:45:03+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:39:53+00,city\goldbergd,,,No,366.759946462402
2305,BENNETT ST,BETWEEN BARRE ST AND ASHLEY AVE,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2017/09/12 15:00:00+00,2017/09/13 07:30:00+00,Charleston PD,,,2017/09/12 19:03:37+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:43:46+00,city\goldbergd,,,No,267.099634262358
2306,SMITH ST,@ BEAUFAIN ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2017/09/12 15:00:00+00,2017/09/13 07:30:00+00,Charleston PD,,,2017/09/12 19:09:19+00,HAUCKR,2018/04/06 13:42:36+00,city\goldbergd,,,No,13.1375037728723
2307,HALSEY ST,BETWEEN GADSDEN ST AND ASHLEY AVE,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2017/09/12 15:30:00+00,2017/09/13 07:30:00+00,Charleston PD,,,2017/09/12 19:30:28+00,HAUCKR,2018/04/06 13:42:36+00,city\goldbergd,,,No,147.479040252442
2311,GADSDEN ST,BETWEEN CALHOUN ST AND BULL ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2017/09/12 17:00:00+00,2017/09/13 07:30:00+00,Charleston PD,,,2017/09/12 21:06:26+00,HAUCKR,2018/04/06 13:42:37+00,city\goldbergd,,,No,356.775045779248
2312,FISHBURNE ST,@ HAGOOD AVE,CLOSED,ALL LANES CLOSED,EMERGENCY,ACTIVE,2017/09/12 17:15:00+00,2017/09/12 17:15:00+00,Charleston PD,"TRAFFIC SIGNAL LIGHT OUT, INTERSECTION CLOSED",,2017/09/12 21:15:16+00,HAUCKR,2018/04/06 13:42:37+00,city\goldbergd,,,No,18.5222019423492
2315,S MARKET ST,@ E BAY ST,CLOSED,ALL LANES CLOSED,EMERGENCY,ACTIVE,2017/09/12 05:15:00+00,2017/09/12 17:15:00+00,Charleston PD,"TRAFFIC LIGHT IS OUT, INTERSECTION CLOSED",,2017/09/12 21:24:16+00,HAUCKR,2018/04/06 13:42:37+00,city\goldbergd,,,No,25.1092927628299
2317,BARRE ST,BETWEEN BULL ST AND BENNETT ST,CLOSED,ALL LANES CLOSED,EMERGENCY,ACTIVE,2017/09/13 07:30:00+00,2017/09/13 11:00:00+00,Charleston PD,PUMP DRAINAGE,,2017/09/13 11:36:16+00,HAUCKR,2018/04/06 13:42:37+00,city\keitha,,,No,170.210906493406
2318,CALHOUN ST,BETWEEN SAINT PHILIP ST AND KING ST ,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/08/22 00:00:00+00,2017/08/25 00:00:00+00,Charleston PD,PLACE AND SPLICE FIBER FROM MANHOLE,,2017/09/19 20:18:13+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,173.054638071527
2319,BOGARD ST,BETWEEN SIRES ST AND PEECKSEN CT,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/08/01 09:00:00+00,2017/10/01 15:00:00+00,Charleston PD,INSTALLING GAS SERVICE,,2017/09/19 20:25:53+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,57.9850889303802
2320,MEETING ST,BETWEEN CUMBERLAND ST AND S MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/09/10 12:00:00+00,2017/09/10 18:00:00+00,Charleston PD,LOADING TRUCK,,2017/09/19 21:02:58+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,162.119778134807
2321,KING ST,BETWEEN FULTON ST AND CLIFFORD ST ,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/08/28 09:00:00+00,2017/08/30 15:00:00+00,Charleston PD,SPLICE FIBER IN MANHOLE,,2017/09/19 21:09:55+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,64.8075343600806
2322,MEETING ST,BETWEEN CUMBERLAND ST AND QUEEN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/08/28 00:00:00+00,2017/08/30 00:00:00+00,Charleston PD,SPLICE FIBER IN MANHOLE,,2017/09/19 21:14:07+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,183.546378189476
2323,COMING ST,BETWEEN WENTWORTH ST AND BEAUFAIN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/08/28 09:00:00+00,2017/09/01 15:00:00+00,Charleston PD,TO PLACE AERIAL FIBER AND SPLICE FIBER,,2017/10/05 20:39:48+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,148.81836361149
2324,GEORGE ST,BETWEEN SAINT PHILIP ST ANF GLEBE ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2017/09/06 08:00:00+00,2017/09/06 15:00:00+00,Charleston PD,COLLEGE OF CHARLESTON BIKE AUCTION,,2017/10/05 20:42:46+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,97.1411375981956
2325,KING ST,BETWEEN RADCLIFFE ST AND JOHN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/09/05 09:30:00+00,2017/10/05 15:30:00+00,Charleston PD,"INSTALLATION OF 4"" FIRE SERVICE",,2017/10/05 20:47:28+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,120.132678638883
2329,MIRANDA HOLMES ST,BETWEEN RACE ST AND SUMTER ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/08/30 09:00:00+00,2017/09/01 15:00:00+00,Charleston PD,SETTING POLES AND WORKING ON LINES,,2017/10/05 21:04:02+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,93.5021526038226
2337,GEORGE ST,BETWEEN SAINT PHILIP ST AND GLEBE ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2017/09/05 08:45:00+00,2017/09/05 14:30:00+00,Charleston PD,NATIONAL CAMPUS SAFETY AWARENESS MONTH,,2017/10/06 14:19:38+00,HAUCKR,2018/04/06 13:42:37+00,HERRINJ,,,No,97.1411375981956
2343,GEORGE ST,BETWEEN SAINT PHILIP ST AND GLEBE ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2017/09/05 08:45:00+00,2017/09/05 14:30:00+00,Charleston PD,NATIONAL CAMPUS SAFETY AWARENESS MONTH,,2017/10/10 17:09:55+00,HAUCKR,2018/04/06 13:42:38+00,HERRINJ,,,No,97.1411375981956
2346,GEORGE ST,BETWEEN SAINT PHILIP ST AND GLEBE ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2017/09/27 08:00:00+00,2017/09/27 16:00:00+00,Charleston PD,SGA ANNUAL BIKE AUCTION RAIN DATE,,2017/10/10 17:16:24+00,HAUCKR,2018/04/06 13:42:38+00,HERRINJ,,,No,97.1411375981956
2347,MEETING ST,BETWEEN CUMBERLAND ST AND S MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/09/24 10:00:00+00,2017/09/24 18:00:00+00,Charleston PD,,,2017/10/10 17:18:22+00,HAUCKR,2018/04/06 13:42:38+00,HERRINJ,,,No,162.119778134807
2348,E BAY ST,BETWEEN CHARLOTTE ST AND CALHOUN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/10/01 07:00:00+00,2017/10/01 19:00:00+00,Charleston PD,CHANGING MOUNTS ON CELL TOWERS,,2017/10/10 17:19:59+00,HAUCKR,2018/04/06 13:42:38+00,HERRINJ,,,No,203.417710375204
2349,KING ST,BETWEEN LIBERTY ST AND WENTWORTH ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2017/09/18 09:00:00+00,2017/10/31 16:00:00+00,Charleston PD,TEMPORARY SHORING OF BUILDING,,2017/10/10 17:22:38+00,HAUCKR,2018/04/06 13:42:38+00,HERRINJ,,,No,130.942683657014
